OID,protein_name,panel,primary_literature_aligned_pathway_draft,secondary_literature_aligned_pathways_draft,all_literature_aligned_pathways_draft,current_rule_pathways,assignment_basis_summary,why_primary_pathway_draft,review_status,notes_for_reviewer,review_flag
,Plate ID,Olink NEURO EXPLORATORY(v.3911),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,Plate ID is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,Plate ID,Olink NEUROLOGY(v.8012),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,Plate ID is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,Plate ID,Olink ONCOLOGY II(v.7004),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,Plate ID is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,Plate ID,Olink ONCOLOGY III(v.4001),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,Plate ID is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,Plate ID,Olink ORGAN DAMAGE(v.3311),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,Plate ID is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink CARDIOMETABOLIC(v.3602),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink CARDIOVASCULAR II(v.5006),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink CARDIOVASCULAR III(v.6113),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink CELL REGULATION(v.3702),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink DEVELOPMENT(v.3511),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink IMMUNE RESPONSE(v.3203),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink INFLAMMATION(v.3021),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink METABOLISM(v.3403),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink NEURO EXPLORATORY(v.3911),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink NEUROLOGY(v.8012),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink ONCOLOGY II(v.7004),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink ONCOLOGY III(v.4001),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
,QC Warning,Olink ORGAN DAMAGE(v.3311),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QC Warning is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01293,QPCT,Olink CARDIOMETABOLIC(v.3602),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,QPCT is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00412,RAGE,Olink CARDIOVASCULAR II(v.5006),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RAGE is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01093,RARRES1,Olink ORGAN DAMAGE(v.3311),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RARRES1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00645,RARRES2,Olink CARDIOVASCULAR III(v.6113),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RARRES2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01078,RASA1,Olink ORGAN DAMAGE(v.3311),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RASA1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01094,RASSF2,Olink ORGAN DAMAGE(v.3311),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RASSF2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05144,RBKS,Olink NEURO EXPLORATORY(v.3911),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RBKS is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01062,RCOR1,Olink ORGAN DAMAGE(v.3311),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RCOR1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01489,RELT,Olink DEVELOPMENT(v.3511),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RELT is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00603,RETN,Olink CARDIOVASCULAR III(v.6113),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RETN is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05430,RFNG,Olink ONCOLOGY III(v.4001),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RFNG is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00305,RGMA,Olink NEUROLOGY(v.8012),Unmapped / needs review,Synaptic / neuronal plasticity / neurotrophic signaling,Unmapped / needs review,Neural_synapse_axon_plasticity_repair,no clear rule-based assignment; requires manual annotation,RGMA is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: Neural_synapse_axon_plasticity_repair.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00314,RGMB,Olink NEUROLOGY(v.8012),Unmapped / needs review,Synaptic / neuronal plasticity / neurotrophic signaling,Unmapped / needs review,Neural_synapse_axon_plasticity_repair,no clear rule-based assignment; requires manual annotation,RGMB is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: Neural_synapse_axon_plasticity_repair.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01346,RGS8,Olink CELL REGULATION(v.3702),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RGS8 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01211,RNASE3,Olink METABOLISM(v.3403),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RNASE3 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05208,RNF31,Olink NEURO EXPLORATORY(v.3911),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RNF31 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05424,RP2,Olink ONCOLOGY III(v.4001),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,RP2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01193,RTN4R,Olink METABOLISM(v.3403),Unmapped / needs review,Synaptic / neuronal plasticity / neurotrophic signaling,Unmapped / needs review,Neural_synapse_axon_plasticity_repair,no clear rule-based assignment; requires manual annotation,RTN4R is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: Neural_synapse_axon_plasticity_repair.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00727,S100A11,Olink ONCOLOGY II(v.7004),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,S100A11 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05419,S100A16,Olink ONCOLOGY III(v.4001),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,S100A16 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00680,S100A4,Olink ONCOLOGY II(v.7004),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,S100A4 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01131,S100P,Olink METABOLISM(v.3403),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,S100P is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00300,SCARB2,Olink NEUROLOGY(v.8012),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SCARB2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05429,SCG2,Olink ONCOLOGY III(v.4001),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SCG2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01474,SCGB3A1,Olink DEVELOPMENT(v.3511),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SCGB3A1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00636,SCGB3A2,Olink CARDIOVASCULAR III(v.6113),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SCGB3A2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05449,SCGN,Olink ONCOLOGY III(v.4001),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SCGN is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05472,SCLY,Olink ONCOLOGY III(v.4001),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SCLY is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01202,SDC4,Olink METABOLISM(v.3403),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SDC4 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00422,SERPINA12,Olink CARDIOVASCULAR II(v.5006),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SERPINA12 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01232,SERPINA7,Olink CARDIOMETABOLIC(v.3602),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SERPINA7 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01100,SERPINA9,Olink ORGAN DAMAGE(v.3311),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SERPINA9 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01142,SERPINB6,Olink METABOLISM(v.3403),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SERPINB6 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01141,SERPINB8,Olink METABOLISM(v.3403),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SERPINB8 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00698,SEZ6L,Olink ONCOLOGY II(v.7004),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SEZ6L is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01361,SEZ6L2,Olink CELL REGULATION(v.3702),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SEZ6L2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05461,SFTPA1,Olink ONCOLOGY III(v.4001),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SFTPA1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00983,SH2B3,Olink IMMUNE RESPONSE(v.3203),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SH2B3 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01002,SH2D1A,Olink IMMUNE RESPONSE(v.3203),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SH2D1A is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00628,SHPS-1,Olink CARDIOVASCULAR III(v.6113),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SHPS-1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01430,SIRPB1,Olink DEVELOPMENT(v.3511),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SIRPB1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01013,SIT1,Olink IMMUNE RESPONSE(v.3203),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SIT1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01366,SKAP1,Olink CELL REGULATION(v.3702),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SKAP1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00346,SKR3,Olink NEUROLOGY(v.8012),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SKR3 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00502,SLAMF1,Olink INFLAMMATION(v.3021),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SLAMF1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00383,SLAMF7,Olink CARDIOVASCULAR II(v.5006),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SLAMF7 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01391,SLAMF8,Olink CELL REGULATION(v.3702),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SLAMF8 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01033,SMAD1,Olink ORGAN DAMAGE(v.3311),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SMAD1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05135,SMOC1,Olink NEURO EXPLORATORY(v.3911),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SMOC1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00297,SMOC2,Olink NEUROLOGY(v.8012),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SMOC2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00309,SMPD1,Olink NEUROLOGY(v.8012),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SMPD1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05210,SNCG,Olink NEURO EXPLORATORY(v.3911),Unmapped / needs review,Synaptic / neuronal plasticity / neurotrophic signaling,Unmapped / needs review,Neural_synapse_axon_plasticity_repair,no clear rule-based assignment; requires manual annotation,SNCG is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: Neural_synapse_axon_plasticity_repair.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01377,SORCS2,Olink CELL REGULATION(v.3702),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SORCS2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
